"id","x","y","bio1","bio12","climColor","geoColor"
137,-18.3333333333333,75,0.132186509732911,0.181982797645994,"#9400D6","#00C47C"
138,15,75,0.233589859665007,0.300135808057945,"#7000B2","#00C34C"
139,18.3333333333333,75,0.25350837483024,0.351742870076958,"#5800A5","#00C447"
140,25,75,0.244001810774106,0.372566772295156,"#4B00A4","#00C43E"
141,55,75,0.165685830692621,0.315527387958352,"#5E00BE","#00CB17"
142,58.3333333333333,75,0.137618832050702,0.3168854685378,"#5A00C4","#00CC13"
143,61.6666666666667,75,0.117247623358986,0.2675418741512,"#6E00CD","#00CD0F"
144,65,75,0.121321865097329,0.219103666817565,"#8300D3","#00CE0A"
145,68.3333333333333,75,0.131281122679946,0.188773200543232,"#9100D6","#00CF06"
146,71.6666666666667,75,0.148936170212766,0.187415119963785,"#9500D3","#00D003"
147,75,75,0.129470348574015,0.248528746038932,"#7800CE","#01D200"
148,81.6666666666667,75,0.114984155726573,0.256224535989135,"#7200CF","#09D400"
149,85,75,0.110457220461747,0.242191036668176,"#7800D2","#0DD500"
150,88.3333333333334,75,0.0991398822996831,0.230421004979629,"#7B00D5","#11D700"
151,91.6666666666667,75,0.0851063829787234,0.234042553191489,"#7800D8","#14D800"
152,95,75,0.0719782707107288,0.233589859665007,"#7600DA","#18D900"
153,98.3333333333334,75,0.072883657763694,0.232231779085559,"#7700DA","#1CDB00"
154,101.666666666667,75,0.0701674966047986,0.231779085559077,"#7700DA","#1FDC00"
155,105,75,0.0683567224988683,0.229515617926664,"#7800DB","#23DD00"
156,108.333333333333,75,0.0556813037573563,0.22000905387053,"#7A00DE","#26DF00"
157,111.666666666667,75,0.0651878678134903,0.181077410593029,"#8B00E2","#2AE000"
158,115,75,0.0733363512901766,0.160706201901313,"#9400E3","#2DE200"
159,118.333333333333,75,0.0751471253961068,0.153010411951109,"#9700E4","#30E300"
160,121.666666666667,75,0.0674513354459031,0.183340878225441,"#8A00E1","#34E500"
161,125,75,0.0669986419194206,0.202806699864192,"#8200DF","#37E600"
162,128.333333333333,75,0.0638297872340425,0.200995925758262,"#8300DF","#3AE800"
163,135,75,0.0552286102308737,0.133544590312359,"#9C00E9","#41EB00"
164,138.333333333333,75,0.0593028519692168,0.098234495246718,"#AA00ED","#44EC00"
165,141.666666666667,75,0.0642824807605251,0.0742417383431417,"#B400F0","#47EE00"
166,145,75,0.0543232231779086,0.0706201901312811,"#B300F2","#4AEF00"
167,148.333333333333,75,0.0488909008601177,0.0837483023992757,"#AE00F1","#4DF100"
168,151.666666666667,75,0.0470801267541874,0.0755998189225894,"#B000F2","#50F200"
169,-178.333333333333,71.6666666666667,0.113173381620643,0.133091896785876,"#A500E0","#0090FD"
170,-175,71.6666666666667,0.119963784517881,0.145767315527388,"#A100DE","#0091FB"
171,-161.666666666667,71.6666666666667,0.148030783159801,0.115889542779538,"#B200DE","#0096F5"
172,-158.333333333333,71.6666666666667,0.132639203259393,0.106382978723404,"#B300E2","#0097F3"
173,-155,71.6666666666667,0.117700316885469,0.105477591670439,"#B100E4","#0099F1"
174,-151.666666666667,71.6666666666667,0.11090991398823,0.104119511090991,"#B000E5","#009AF0"
175,-148.333333333333,71.6666666666667,0.130375735626981,0.116794929832503,"#AF00E0","#009CEE"
176,-145,71.6666666666667,0.125848800362155,0.106835672249887,"#B200E3","#009DED"
177,-141.666666666667,71.6666666666667,0.118153010411951,0.104572204617474,"#B100E4","#009FEB"
178,-131.666666666667,71.6666666666667,0.128112267994568,0.0909913988229968,"#B800E5","#00A3E6"
179,-128.333333333333,71.6666666666667,0.122679945676777,0.0891806247170665,"#B800E6","#00A5E5"
180,-125,71.6666666666667,0.0864644635581711,0.0923494794024445,"#B000EA","#00A7E3"
181,-121.666666666667,71.6666666666667,0.0737890448166591,0.101403349932096,"#AB00EB","#00A8E1"
182,-118.333333333333,71.6666666666667,0.0724309642372114,0.107741059302852,"#A800EA","#00AAE0"
183,-115,71.6666666666667,0.0588501584427343,0.0986871887732005,"#AA00ED","#00ACDE"
184,-111.666666666667,71.6666666666667,0.0516070620190131,0.0746944318696243,"#B100F2","#00AEDD"
185,-108.333333333333,71.6666666666667,0.050701674966048,0.0638297872340425,"#B500F3","#00B0DB"
186,-105,71.6666666666667,0.0497962879130828,0.0656405613399728,"#B500F3","#00B2DA"
187,-101.666666666667,71.6666666666667,0.0479855138071526,0.0660932548664554,"#B400F3","#00B4D8"
188,-98.3333333333333,71.6666666666667,0.044363965595292,0.0783159800814848,"#AF00F2","#00B6D7"
189,-95,71.6666666666667,0.0461747397012223,0.1090991398823,"#A400EE","#00B9D5"
190,-91.6666666666667,71.6666666666667,0.0534178361249434,0.114984155726573,"#A300EC","#00BBD4"
191,-88.3333333333333,71.6666666666667,0.0692621095518334,0.116342236306021,"#A500E9","#00BDD3"
192,-85,71.6666666666667,0.0801267541874151,0.143051154368493,"#9C00E4","#00C0D1"
193,-81.6666666666667,71.6666666666667,0.0656405613399728,0.187867813490267,"#8800E1","#00C2D0"
194,-78.3333333333333,71.6666666666667,0.0529651425984608,0.181530104119511,"#8900E3","#00C5CF"
195,-75,71.6666666666667,0.0615663196016297,0.20416478044364,"#8100DF","#00C7CD"
196,-71.6666666666667,71.6666666666667,0.0742417383431417,0.226799456767768,"#7A00DA","#00CACC"
197,-68.3333333333333,71.6666666666667,0.105930285196922,0.212313263920326,"#8400D7","#00CBC9"
198,-55,71.6666666666667,0.164327750113173,0.269805341783612,"#7300C4","#00C6B4"
199,-51.6666666666667,71.6666666666667,0.124038026256225,0.375282933454052,"#3E00C1","#00C5AF"
200,-48.3333333333333,71.6666666666667,0.0574920778632866,0.543232231779086,"#0011CC","#00C4AA"
201,-45,71.6666666666667,0.0258035310095066,0.646446355817112,"#003CD7","#00C4A4"
202,-41.6666666666667,71.6666666666667,0.0153915799004074,0.715708465368945,"#0058DE","#00C39F"
203,-38.3333333333333,71.6666666666667,0.00995925758261657,0.760072430964237,"#0069E3","#00C29A"
204,-35,71.6666666666667,0.0104119511090991,0.766862833861476,"#006CE4","#00C195"
205,-31.6666666666667,71.6666666666667,0.022181982797646,0.727931190583975,"#005DDE","#00C08F"
206,-28.3333333333333,71.6666666666667,0.069714803078316,0.603440470801268,"#002CCB","#00C08A"
207,-25,71.6666666666667,0.120869171570847,0.500226346763241,"#0200BC","#00BF85"
208,-21.6666666666667,71.6666666666667,0.157084653689452,0.371661385242191,"#4200BA","#00BF80"
209,-8.33333333333331,71.6666666666667,0.265278406518787,0.587596197374378,"#003299","#00BE6B"
210,18.3333333333333,71.6666666666667,0.314169307378904,0.620190131281123,"#004C8F","#00BE44"
211,21.6666666666667,71.6666666666667,0.267089180624717,0.515617926663649,"#000694","#00BF3F"
212,25,71.6666666666667,0.258488003621548,0.480760525124491,"#0F0097","#00BF3A"
213,28.3333333333333,71.6666666666667,0.292892711634224,0.429153463105478,"#310090","#00C036"
214,31.6666666666667,71.6666666666667,0.310547759167044,0.479402444545043,"#110086","#00C031"
215,51.6666666666667,71.6666666666667,0.217292892711634,0.320054323223178,"#6300B2","#00C517"
216,55,71.6666666666667,0.193300135808058,0.33635129017655,"#5800B5","#00C612"
217,58.3333333333333,71.6666666666667,0.197827071072884,0.318243549117248,"#6100B6","#00C70E"
218,61.6666666666667,71.6666666666667,0.192394748755093,0.30104119511091,"#6900BA","#00C90A"
219,65,71.6666666666667,0.17247623358986,0.217745586238117,"#8C00CA","#00CA06"
220,68.3333333333333,71.6666666666667,0.159348121321865,0.219556360344047,"#8900CC","#00CB02"
221,71.6666666666667,71.6666666666667,0.149388863739249,0.230873698506111,"#8200CC","#02CC00"
222,75,71.6666666666667,0.139429606156632,0.28700769578995,"#6800C7","#06CD00"
223,78.3333333333334,71.6666666666667,0.140334993209597,0.322770484382073,"#5800C2","#0ACF00"
224,81.6666666666667,71.6666666666667,0.133544590312359,0.338162064282481,"#5000C2","#0ED000"
225,85,71.6666666666667,0.125396106835672,0.31507469443187,"#5A00C6","#12D100"
226,88.3333333333334,71.6666666666667,0.122227252150294,0.302399275690358,"#5F00C8","#16D300"
227,91.6666666666667,71.6666666666667,0.115436849253056,0.309189678587596,"#5B00C9","#19D400"
228,95,71.6666666666667,0.110004526935265,0.299683114531462,"#5F00CB","#1DD500"
229,98.3333333333334,71.6666666666667,0.100045269352648,0.272068809416025,"#6A00D0","#21D700"
230,101.666666666667,71.6666666666667,0.0932548664554097,0.25169760072431,"#7200D4","#24D800"
231,105,71.6666666666667,0.0869171570846537,0.244001810774106,"#7400D6","#28DA00"
232,108.333333333333,71.6666666666667,0.0828429153463106,0.242643730194658,"#7400D7","#2BDB00"
233,111.666666666667,71.6666666666667,0.0977818017202354,0.224988682661838,"#7D00D6","#2FDD00"
234,115,71.6666666666667,0.09506564056134,0.19194205522861,"#8B00DB","#32DE00"
235,118.333333333333,71.6666666666667,0.0837483023992757,0.179266636487098,"#8E00DF","#36E000"
236,121.666666666667,71.6666666666667,0.0765052059755545,0.215934812132187,"#7E00DB","#39E100"
237,125,71.6666666666667,0.0688094160253508,0.254413761883205,"#6D00D8","#3CE300"
238,128.333333333333,71.6666666666667,0.0565866908103214,0.240380262562245,"#7200DC","#40E500"
239,131.666666666667,71.6666666666667,0.057039384336804,0.185151652331372,"#8800E2","#43E600"
240,135,71.6666666666667,0.0629244001810774,0.198279764599366,"#8400E0","#46E800"
241,138.333333333333,71.6666666666667,0.0706201901312811,0.152557718424627,"#9700E4","#49E900"
242,141.666666666667,71.6666666666667,0.0746944318696243,0.112267994567678,"#A700E9","#4CEB00"
243,145,71.6666666666667,0.082390221819828,0.129017655047533,"#A200E6","#4FED00"
244,148.333333333333,71.6666666666667,0.0842009959257583,0.155726573110005,"#9800E2","#53EE00"
245,151.666666666667,71.6666666666667,0.0846536894522408,0.14259846084201,"#9D00E3","#56F000"
246,155,71.6666666666667,0.085559076505206,0.118605703938434,"#A600E7","#59F100"
247,158.333333333333,71.6666666666667,0.0896333182435491,0.103666817564509,"#AD00E8","#5CF300"
248,161.666666666667,71.6666666666667,0.0860117700316885,0.07922136713445,"#B500EC","#5FF500"
249,168.333333333333,71.6666666666667,0.0832956088727931,0.102308736985061,"#AC00E9","#64F800"
250,171.666666666667,71.6666666666667,0.0715255771842463,0.124490719782707,"#A200E8","#67F900"
251,178.333333333333,71.6666666666667,0.0973291081937528,0.114078768673608,"#AA00E6","#6DFD00"
252,-178.333333333333,68.3333333333333,0.139882299683115,0.321412403802626,"#5800C3","#0088FA"
253,-175,68.3333333333333,0.172928927116342,0.330013580805794,"#5800BA","#0089F9"
254,-171.666666666667,68.3333333333333,0.178813942960616,0.262562245359891,"#7900C2","#008AF7"
255,-168.333333333333,68.3333333333333,0.172023540063377,0.214576731552739,"#8D00CB","#008CF5"
256,-165,68.3333333333333,0.170665459483929,0.196016296966953,"#9500CE","#008DF4"
257,-161.666666666667,68.3333333333333,0.160706201901313,0.171118153010412,"#9E00D3","#008EF2"
258,-158.333333333333,68.3333333333333,0.151199637845179,0.186509732910819,"#9600D3","#008FF0"
259,-155,68.3333333333333,0.12494341330919,0.224083295608873,"#8200D2","#0091EF"
260,-151.666666666667,68.3333333333333,0.133997283838841,0.210049796287913,"#8900D2","#0092ED"
261,-148.333333333333,68.3333333333333,0.142145767315527,0.189678587596197,"#9300D4","#0093EB"
262,-145,68.3333333333333,0.126301493888637,0.130375735626981,"#A800DF","#0095EA"
263,-141.666666666667,68.3333333333333,0.123585332729742,0.14078768673608,"#A400DE","#0096E8"
264,-138.333333333333,68.3333333333333,0.143956541421458,0.211407876867361,"#8A00D0","#0098E6"
265,-135,68.3333333333333,0.15663196016297,0.217292892711634,"#8900CD","#0099E5"
266,-131.666666666667,68.3333333333333,0.153463105477592,0.164780443639656,"#9F00D6","#009BE3"
267,-128.333333333333,68.3333333333333,0.145314622000905,0.152105024898144,"#A300D9","#009CE2"
268,-125,68.3333333333333,0.14078768673608,0.170212765957447,"#9B00D7","#009EE0"
269,-121.666666666667,68.3333333333333,0.134449977365324,0.177908555907651,"#9600D7","#00A0DE"
270,-118.333333333333,68.3333333333333,0.141240380262562,0.182888184698959,"#9600D5","#00A2DD"
271,-115,68.3333333333333,0.116342236306021,0.166138524219104,"#9800DB","#00A3DB"
272,-111.666666666667,68.3333333333333,0.0959710276143051,0.111362607514713,"#AB00E6","#00A5D9"
273,-108.333333333333,68.3333333333333,0.0923494794024445,0.101856043458579,"#AE00E8","#00A7D8"
274,-105,68.3333333333333,0.07922136713445,0.108646446355817,"#A900E9","#00A9D6"
275,-101.666666666667,68.3333333333333,0.0710728836577637,0.0941602535083748,"#AD00EC","#00ABD5"
276,-98.3333333333333,68.3333333333333,0.060208239022182,0.100497962879131,"#A900ED","#00ADD3"
277,-95,68.3333333333333,0.0561339972838388,0.125396106835672,"#9F00EA","#00AFD2"
278,-91.6666666666667,68.3333333333333,0.0660932548664554,0.155273879583522,"#9500E5","#00B2D0"
279,-88.3333333333333,68.3333333333333,0.0914440923494794,0.162969669533726,"#9600E0","#00B4CF"
280,-85,68.3333333333333,0.091896785875962,0.172023540063377,"#9200DE","#00B6CD"
281,-81.6666666666667,68.3333333333333,0.0900860117700317,0.216840199185152,"#8000D9","#00B9CC"
282,-78.3333333333333,68.3333333333333,0.106835672249887,0.150294250792214,"#9D00DF","#00BBCA"
283,-75,68.3333333333333,0.115889542779538,0.180172023540063,"#9300D9","#00BEC9"
284,-71.6666666666667,68.3333333333333,0.116794929832503,0.225894069714803,"#8000D3","#00C1C8"
285,-68.3333333333333,68.3333333333333,0.108646446355817,0.261204164780444,"#6F00D0","#00C3C6"
286,-65,68.3333333333333,0.1090991398823,0.313716613852422,"#5800CA","#00C5C4"
287,-61.6666666666667,68.3333333333333,0.143051154368493,0.384789497510186,"#3B00BC","#00C4BF"
288,-55,68.3333333333333,0.204617473970122,0.325939339067451,"#5E00B4","#00C2B4"
289,-51.6666666666667,68.3333333333333,0.213671344499774,0.262109551833409,"#7F00BC","#00C1AF"
290,-48.3333333333333,68.3333333333333,0.153915799004074,0.466727025803531,"#1300B4","#00C0A9"
291,-45,68.3333333333333,0.0769578995020371,0.679492983250339,"#004ECF","#00BFA4"
292,-41.6666666666667,68.3333333333333,0.0511543684925306,0.775916704391127,"#0074DE","#00BE9E"
293,-38.3333333333333,68.3333333333333,0.0439112720688094,0.818469895880489,"#0084E4","#00BD99"
294,-35,68.3333333333333,0.0755998189225894,0.782254413761883,"#0079DA","#00BC93"
295,-31.6666666666667,68.3333333333333,0.111362607514713,0.71480307831598,"#0061CB","#00BB8E"
296,-28.3333333333333,68.3333333333333,0.112267994567678,0.702580353100951,"#005CCA","#00BB89"
297,-25,68.3333333333333,0.156179266636487,0.631054775916704,"#003FB9","#00BA83"
298,-21.6666666666667,68.3333333333333,0.192847442281575,0.484382073336351,"#0B00AA","#00B97E"
299,11.6666666666667,68.3333333333333,0.378904481665912,0.844726120416478,"#00B898","#00B84A"
300,15,68.3333333333333,0.341330918967859,0.733816206428248,"#0096A2","#00B945"
301,18.3333333333333,68.3333333333333,0.282933454051607,0.565414214576732,"#002691","#00B940"
